county,school_district,full_time_teachers,lowest_salary_offered,average_salary,highest_salary_offered,step_10_salary,school
Los Angeles,ABC UNIFIED,925,49269,78191,98215,72328,Abc Unified
Los Angeles,DOWNEY UNIFIED,942.9,52782,88103,108045,82996,Downey Unified
San Bernardino,CHAFFEY UNION HIGH,947.8,44480,88427,105418,80954,Chaffey Union High
Madera,MADERA UNIFIED,952.88,40559,65616,81354,63832,Madera Unified
Los Angeles,HACIENDA LA PUENTE UNIFIED,956,47488,74555,91080,73311,Hacienda La Puente Unified
Los Angeles,ANTELOPE VALLEY UNION HIGH,965.6,38681,72934,96937,70402,Antelope Valley Union High
San Diego,ESCONDIDO UNION ELEMENTARY,967.52,38856,72328,92771,69748,Escondido Union Elementary
Riverside,HEMET UNIFIED,975.2,47694,76186,94889,71781,Hemet Unified
San Bernardino,REDLANDS UNIFIED,976,43473,80558,96912,76873,Redlands Unified
Orange,NEWPORT-MESA UNIFIED,981.9,48300,88376,109231,83007,Newport-Mesa Unified
Solano,FAIRFIELD-SUISUN UNIFIED,985.48,40459,64876,81377,64904,Fairfield-Suisun Unified
Riverside,LAKE ELSINORE UNIFIED,989.52,40223,79489,97127,73796,Lake Elsinore Unified
Los Angeles,TORRANCE UNIFIED,993.01,45919,76851,91300,78560,Torrance Unified
Santa Cruz,PAJARO VALLEY JOINT UNIFIED,1012.97,41882,60690,81338,60104,Pajaro Valley Joint Unified
San Bernardino,COLTON JOINT UNIFIED,1028,45291,75782,92760,71852,Colton Joint Unified
San Diego,VISTA UNIFIED,1055.13,37160,70690,89184,67631,Vista Unified
Riverside,PALM SPRINGS UNIFIED,1071,47031,76546,95389,68694,Palm Springs Unified
Orange,PLACENTIA-YORBA LINDA UNIFIED,1085.62,41884,80592,97416,77650,Placentia-Yorba Linda Unified
Sacramento,TWIN RIVERS UNIFIED,1095.25,41616,71399,88311,54748,Twin Rivers Unified
Alameda,HAYWARD UNIFIED,1095.91,56887,80220,94762,79459,Hayward Unified
San Joaquin,MANTECA UNIFIED,1096.57,46534,70381,86152,66446,Manteca Unified
Los Angeles,GLENDALE UNIFIED,1104.7,43725,74441,90802,67125,Glendale Unified
Santa Clara,EAST SIDE UNION HIGH,1148.3,51847,84725,105058,85132,East Side Union High
Orange,ORANGE UNIFIED,1160.98,43270,78819,100322,74538,Orange Unified
Los Angeles,COMPTON UNIFIED,1161.6,40552,76161,91379,69870,Compton Unified
Los Angeles,MONTEBELLO UNIFIED,1167,44070,83615,100130,77730,Montebello Unified
San Bernardino,RIALTO UNIFIED,1170.8,48296,79084,95696,74113,Rialto Unified
Orange,SADDLEBACK VALLEY UNIFIED,1178.11,30000,80136,98840,73082,Saddleback Valley Unified
San Bernardino,ONTARIO-MONTCLAIR ELEMENTARY,1186.46,44268,82198,94965,78733,Ontario-Montclair Elementary
San Bernardino,CHINO UNIFIED,1204,45894,81554,96096,72057,Chino Unified
Tulare,VISALIA UNIFIED,1206.31,44773,67321,86166,64706,Visalia Unified
Los Angeles,POMONA UNIFIED,1207.7,45380,78415,91854,75723,Pomona Unified
San Diego,CHULA VISTA ELEMENTARY,1210.41,46210,71827,92864,69717,Chula Vista Elementary
Riverside,TEMECULA VALLEY UNIFIED,1219.8,45626,82811,96699,76068,Temecula Valley Unified
Riverside,DESERT SANDS UNIFIED,1229.7,43967,75608,87354,71217,Desert Sands Unified
Orange,ANAHEIM UNION HIGH,1301,49833,90749,104163,90682,Anaheim Union High
Stanislaus,MODESTO CITY SCHOOLS,1384.2,53579,82285,99324,76320,Modesto City Schools
Orange,IRVINE UNIFIED,1387.54,44105,77121,101821,78770,Irvine Unified
Contra Costa,WEST CONTRA COSTA UNIFIED,1393.06,38699,59503,79951,59640,West Contra Costa Unified
San Joaquin,LODI UNIFIED,1434.88,38683,67015,83533,61457,Lodi Unified
San Diego,POWAY UNIFIED,1456.09,45237,77791,97997,79910,Poway Unified
Contra Costa,SAN RAMON VALLEY UNIFIED,1505.13,45407,71080,89053,71484,San Ramon Valley Unified
Riverside,MORENO VALLEY UNIFIED,1531,47943,77108,95891,73636,Moreno Valley Unified
Contra Costa,MT. DIABLO UNIFIED,1564.28,47422,67920,87437,65474,Mt. Diablo Unified
Alameda,FREMONT UNIFIED,1615.29,61063,83968,107024,84043,Fremont Unified
Kern,BAKERSFIELD CITY ELEMENTARY,1622,43313,65456,84190,65296,Bakersfield City Elementary
Fresno,CLOVIS UNIFIED,1627.27,38368,67972,82516,60742,Clovis Unified
Kern,KERN UNION HIGH,1648,45794,72199,98181,65721,Kern Union High
San Diego,SWEETWATER UNION HIGH,1652,42986,79715,96471,73692,Sweetwater Union High
Santa Clara,SAN JOSE UNIFIED,1674,51804,70979,90927,75277,San Jose Unified
San Joaquin,STOCKTON CITY UNIFIED,1680,42226,65674,80927,64239,Stockton City Unified
Riverside,RIVERSIDE UNIFIED,1803.5,51907,81908,100120,76557,Riverside Unified
San Bernardino,FONTANA UNIFIED,1824.85,42339,75070,90039,71350,Fontana Unified
Sacramento,SAN JUAN UNIFIED,1888.96,43196,74317,87219,73948,San Juan Unified
Alameda,OAKLAND UNIFIED,1903.96,42498,58033,76402,58516,Oakland Unified
Orange,GARDEN GROVE UNIFIED,1918.98,53207,89105,103935,86117,Garden Grove Unified
Orange,CAPISTRANO UNIFIED,2012.7,49877,83235,100874,74947,Capistrano Unified
Sacramento,SACRAMENTO CITY UNIFIED,2110.2,40683,67009,87749,53467,Sacramento City Unified
Riverside,CORONA-NORCO UNIFIED,2326.5,57176,89308,106892,86860,Corona-Norco Unified
Orange,SANTA ANA UNIFIED,2524.67,51618,82966,100016,77227,Santa Ana Unified
San Bernardino,SAN BERNARDINO CITY UNIFIED,2646,48186,76890,92326,74675,San Bernardino City Unified
Sacramento,ELK GROVE UNIFIED,3141.96,42073,73322,87906,62389,Elk Grove Unified
Los Angeles,LONG BEACH UNIFIED,3343.49,48265,85062,101246,71759,Long Beach Unified
San Francisco,SAN FRANCISCO UNIFIED,3518.98,41380,65238,83576,66584,San Francisco Unified
Fresno,FRESNO UNIFIED,3570.62,40760,69938,87756,67662,Fresno Unified
San Diego,SAN DIEGO CITY UNIFIED,5633.33,42632,73582,88049,64780,San Diego City Unified
Los Angeles,LOS ANGELES UNIFIED,25688,42207,72495,83703,67417,Los Angeles Unified
Los Angeles,ACTON-AGUA DULCE UNIFIED,Did not submit data,NA,NA,NA,NA,Acton-Agua Dulce Unified
Sonoma,ALEXANDER VALLEY UN ELEMENTARY,Did not submit data,NA,NA,NA,NA,Alexander Valley Un Elementary
Los Angeles,AZUSA UNIFIED,Did not submit data,NA,NA,NA,NA,Azusa Unified
San Bernardino,BAKER VALLEY UNIFIED,Did not submit data,NA,NA,NA,NA,Baker Valley Unified
Shasta,BELLA VISTA ELEMENTARY,Did not submit data,NA,NA,NA,NA,Bella Vista Elementary
Humboldt,BIG LAGOON UNION ELEMENTARY,Did not submit data,NA,NA,NA,NA,Big Lagoon Union Elementary
Siskiyou,BIG SPRINGS UNION ELEMENTARY,Did not submit data,NA,NA,NA,NA,Big Springs Union Elementary
Monterey,BIG SUR UNIFIED,Did not submit data,NA,NA,NA,NA,Big Sur Unified
San Benito,BITTERWATER-TULLY JOINT UNION,Did not submit data,NA,NA,NA,NA,Bitterwater-Tully Joint Union
Kern,BLAKE ELEMENTARY,Did not submit data,NA,NA,NA,NA,Blake Elementary
Siskiyou,BOGUS ELEMENTARY,Did not submit data,NA,NA,NA,NA,Bogus Elementary
Los Angeles,BONITA UNIFIED,Did not submit data,NA,NA,NA,NA,Bonita Unified
San Diego,BORREGO SPRINGS UNIFIED,Did not submit data,NA,NA,NA,NA,Borrego Springs Unified
Monterey,BRADLEY UNION ELEMENTARY,Did not submit data,NA,NA,NA,NA,Bradley Union Elementary
Humboldt,BRIDGEVILLE ELEMENTARY,Did not submit data,NA,NA,NA,NA,Bridgeville Elementary
Sutter,BROWNS ELEMENTARY,Did not submit data,NA,NA,NA,NA,Browns Elementary
Santa Barbara,BUELLTON UNION ELEMENTARY,Did not submit data,NA,NA,NA,NA,Buellton Union Elementary
Trinity,BURNT RANCH ELEMENTARY,Did not submit data,NA,NA,NA,NA,Burnt Ranch Elementary
Fresno,BURREL UNION ELEMENTARY,Did not submit data,NA,NA,NA,NA,Burrel Union Elementary
Siskiyou,BUTTEVILLE UNION ELEMENTARY,Did not submit data,NA,NA,NA,NA,Butteville Union Elementary
Contra Costa,CANYON ELEMENTARY,Did not submit data,NA,NA,NA,NA,Canyon Elementary
Glenn,CAPAY JOINT UNION ELEMENTARY,Did not submit data,NA,NA,NA,NA,Capay Joint Union Elementary
Santa Barbara,CARPINTERIA UNIFIED,Did not submit data,NA,NA,NA,NA,Carpinteria Unified
Shasta,CASCADE UNION ELEMENTARY,Did not submit data,NA,NA,NA,NA,Cascade Union Elementary
Shasta,CASTLE ROCK UNION ELEMENTARY,Did not submit data,NA,NA,NA,NA,Castle Rock Union Elementary
Madera,CHAWANAKEE JOINT UNIFIED,Did not submit data,NA,NA,NA,NA,Chawanakee Joint Unified
Monterey,CHUALAR UNION ELEMENTARY,Did not submit data,NA,NA,NA,NA,Chualar Union Elementary
San Benito,CIENEGA UNION ELEMENTARY,Did not submit data,NA,NA,NA,NA,Cienega Union Elementary
Sonoma,CINNABAR ELEMENTARY,Did not submit data,NA,NA,NA,NA,Cinnabar Elementary
Santa Barbara,COLD SPRING ELEMENTARY,Did not submit data,NA,NA,NA,NA,Cold Spring Elementary
Santa Barbara,COLLEGE ELEMENTARY,Did not submit data,NA,NA,NA,NA,College Elementary
Tehama,CORNING UNION HIGH,Did not submit data,NA,NA,NA,NA,Corning Union High
Humboldt,CUDDEBACK UNION ELEMENTARY,Did not submit data,NA,NA,NA,NA,Cuddeback Union Elementary
San Diego,DEHESA ELEMENTARY,Did not submit data,NA,NA,NA,NA,Dehesa Elementary
Siskiyou,DELPHIC ELEMENTARY,Did not submit data,NA,NA,NA,NA,Delphic Elementary
Kern,DI GIORGIO ELEMENTARY,Did not submit data,NA,NA,NA,NA,Di Giorgio Elementary
Sonoma,DUNHAM ELEMENTARY,Did not submit data,NA,NA,NA,NA,Dunham Elementary
Sutter,EAST NICOLAUS JOINT UNION HIGH,Did not submit data,NA,NA,NA,NA,East Nicolaus Joint Union High
Tehama,ELKINS ELEMENTARY,Did not submit data,NA,NA,NA,NA,Elkins Elementary
Humboldt,FERNDALE UNIFIED,Did not submit data,NA,NA,NA,NA,Ferndale Unified
Humboldt,FIELDBROOK ELEMENTARY,Did not submit data,NA,NA,NA,NA,Fieldbrook Elementary
Siskiyou,FORKS OF SALMON ELEMENTARY,Did not submit data,NA,NA,NA,NA,Forks Of Salmon Elementary
Sonoma,FORT ROSS ELEMENTARY,Did not submit data,NA,NA,NA,NA,Fort Ross Elementary
Shasta,FRENCH GULCH-WHISKEYTOWN ELEMENTARY,Did not submit data,NA,NA,NA,NA,French Gulch-Whiskeytown Elementary
Humboldt,GARFIELD ELEMENTARY,Did not submit data,NA,NA,NA,NA,Garfield Elementary
Glenn,GLENN COUNTY OFFICE OF ED.,Did not submit data,NA,NA,NA,NA,Glenn County Office Of Ed.
El Dorado,GOLD TRAIL UNION ELEMENTARY,Did not submit data,NA,NA,NA,NA,Gold Trail Union Elementary
Los Angeles,GORMAN ELEMENTARY,Did not submit data,NA,NA,NA,NA,Gorman Elementary
Sonoma,GRAVENSTEIN UNION ELEMENTARY,Did not submit data,NA,NA,NA,NA,Gravenstein Union Elementary
Monterey,GRAVES ELEMENTARY,Did not submit data,NA,NA,NA,NA,Graves Elementary
Humboldt,GREEN POINT ELEMENTARY,Did not submit data,NA,NA,NA,NA,Green Point Elementary
Siskiyou,GRENADA ELEMENTARY,Did not submit data,NA,NA,NA,NA,Grenada Elementary
Santa Barbara,GUADALUPE UNION ELEMENTARY,Did not submit data,NA,NA,NA,NA,Guadalupe Union Elementary
Sonoma,GUERNEVILLE ELEMENTARY,Did not submit data,NA,NA,NA,NA,Guerneville Elementary
Siskiyou,HAPPY CAMP UNION ELEMENTARY,Did not submit data,NA,NA,NA,NA,Happy Camp Union Elementary
Shasta,HAPPY VALLEY UNION ELEMENTARY,Did not submit data,NA,NA,NA,NA,Happy Valley Union Elementary
Sonoma,HARMONY UNION ELEMENTARY,Did not submit data,NA,NA,NA,NA,Harmony Union Elementary
Siskiyou,HORNBROOK ELEMENTARY,Did not submit data,NA,NA,NA,NA,Hornbrook Elementary
Tulare,HOT SPRINGS ELEMENTARY,Did not submit data,NA,NA,NA,NA,Hot Springs Elementary
Napa,HOWELL MOUNTAIN ELEMENTARY,Did not submit data,NA,NA,NA,NA,Howell Mountain Elementary
Los Angeles,HUGHES-ELIZABETH LAKES UN ELEMENTARY,Did not submit data,NA,NA,NA,NA,Hughes-Elizabeth Lakes Un Elementary
Humboldt,HYDESVILLE ELEMENTARY,Did not submit data,NA,NA,NA,NA,Hydesville Elementary
El Dorado,INDIAN DIGGINGS ELEMENTARY,Did not submit data,NA,NA,NA,NA,Indian Diggings Elementary
Shasta,INDIAN SPRINGS ELEMENTARY,Did not submit data,NA,NA,NA,NA,Indian Springs Elementary
Kings,ISLAND UNION ELEMENTARY,Did not submit data,NA,NA,NA,NA,Island Union Elementary
San Benito,JEFFERSON ELEMENTARY,Did not submit data,NA,NA,NA,NA,Jefferson Elementary
San Diego,JULIAN UNION ELEMENTARY,Did not submit data,NA,NA,NA,NA,Julian Union Elementary
Trinity,JUNCTION CITY ELEMENTARY,Did not submit data,NA,NA,NA,NA,Junction City Elementary
Shasta,JUNCTION ELEMENTARY,Did not submit data,NA,NA,NA,NA,Junction Elementary
Siskiyou,JUNCTION ELEMENTARY,Did not submit data,NA,NA,NA,NA,Junction Elementary
Sonoma,KASHIA ELEMENTARY,Did not submit data,NA,NA,NA,NA,Kashia Elementary
Sonoma,KENWOOD ELEMENTARY,Did not submit data,NA,NA,NA,NA,Kenwood Elementary
Kings,KINGS RIVER-HARDWICK UN ELEMENTARY,Did not submit data,NA,NA,NA,NA,Kings River-Hardwick Un Elementary
Tehama,KIRKWOOD ELEMENTARY,Did not submit data,NA,NA,NA,NA,Kirkwood Elementary
Kings,KIT CARSON UNION ELEMENTARY,Did not submit data,NA,NA,NA,NA,Kit Carson Union Elementary
Siskiyou,KLAMATH RIVER UNION ELEMENTARY,Did not submit data,NA,NA,NA,NA,Klamath River Union Elementary
Humboldt,KNEELAND ELEMENTARY,Did not submit data,NA,NA,NA,NA,Kneeland Elementary
Monterey,LAGUNITA ELEMENTARY,Did not submit data,NA,NA,NA,NA,Lagunita Elementary
Marin,LAGUNITAS ELEMENTARY,Did not submit data,NA,NA,NA,NA,Lagunitas Elementary
Glenn,LAKE ELEMENTARY,Did not submit data,NA,NA,NA,NA,Lake Elementary
Santa Clara,LAKESIDE JOINT ELEMENTARY,Did not submit data,NA,NA,NA,NA,Lakeside Joint Elementary
Kern,LAKESIDE UNION ELEMENTARY,Did not submit data,NA,NA,NA,NA,Lakeside Union Elementary
Tehama,LASSEN VIEW UNION ELEMENTARY,Did not submit data,NA,NA,NA,NA,Lassen View Union Elementary
El Dorado,LATROBE ELEMENTARY,Did not submit data,NA,NA,NA,NA,Latrobe Elementary
Merced,LE GRAND UNION HIGH,Did not submit data,NA,NA,NA,NA,Le Grand Union High
Trinity,LEWISTON ELEMENTARY,Did not submit data,NA,NA,NA,NA,Lewiston Elementary
Sonoma,LIBERTY ELEMENTARY,Did not submit data,NA,NA,NA,NA,Liberty Elementary
Kern,LINNS VALLEY-POSO FLAT UN ELEM.,Did not submit data,NA,NA,NA,NA,Linns Valley-Poso Flat Un Elem.
Inyo,LONE PINE UNIFIED,Did not submit data,NA,NA,NA,NA,Lone Pine Unified
Los Angeles,LOS ANGELES COUNTY OFFICE OF ED.,Did not submit data,NA,NA,NA,NA,Los Angeles County Office Of Ed.
Los Angeles,LOS NIETOS ELEMENTARY,Did not submit data,NA,NA,NA,NA,Los Nietos Elementary
Imperial,MAGNOLIA UNION ELEMENTARY,Did not submit data,NA,NA,NA,NA,Magnolia Union Elementary
Mendocino,MANCHESTER UNION ELEMENTARY,Did not submit data,NA,NA,NA,NA,Manchester Union Elementary
Butte,MANZANITA ELEMENTARY,Did not submit data,NA,NA,NA,NA,Manzanita Elementary
Humboldt,MAPLE CREEK ELEMENTARY,Did not submit data,NA,NA,NA,NA,Maple Creek Elementary
Kern,MAPLE ELEMENTARY,Did not submit data,NA,NA,NA,NA,Maple Elementary
Kern,MARICOPA UNIFIED,Did not submit data,NA,NA,NA,NA,Maricopa Unified
Marin,MARIN COUNTY OFFICE OF ED.,Did not submit data,NA,NA,NA,NA,Marin County Office Of Ed.
Colusa,MAXWELL UNIFIED,Did not submit data,NA,NA,NA,NA,Maxwell Unified
Humboldt,MCKINLEYVILLE UNION ELEMENTARY,Did not submit data,NA,NA,NA,NA,Mckinleyville Union Elementary
Kern,MCKITTRICK ELEMENTARY,Did not submit data,NA,NA,NA,NA,Mckittrick Elementary
Sutter,MERIDIAN ELEMENTARY,Did not submit data,NA,NA,NA,NA,Meridian Elementary
Shasta,MILLVILLE ELEMENTARY,Did not submit data,NA,NA,NA,NA,Millville Elementary
Monterey,MISSION UNION ELEMENTARY,Did not submit data,NA,NA,NA,NA,Mission Union Elementary
Fresno,MONROE ELEMENTARY,Did not submit data,NA,NA,NA,NA,Monroe Elementary
Siskiyou,MONTAGUE ELEMENTARY,Did not submit data,NA,NA,NA,NA,Montague Elementary
Sonoma,MONTE RIO UNION ELEMENTARY,Did not submit data,NA,NA,NA,NA,Monte Rio Union Elementary
Sonoma,MONTGOMERY ELEMENTARY,Did not submit data,NA,NA,NA,NA,Montgomery Elementary
Santa Cruz,MOUNTAIN ELEMENTARY,Did not submit data,NA,NA,NA,NA,Mountain Elementary
Alameda,MOUNTAIN HOUSE ELEMENTARY,Did not submit data,NA,NA,NA,NA,Mountain House Elementary
Shasta,MOUNTAIN UNION ELEMENTARY,Did not submit data,NA,NA,NA,NA,Mountain Union Elementary
San Bernardino,MT. BALDY JOINT ELEMENTARY,Did not submit data,NA,NA,NA,NA,Mt. Baldy Joint Elementary
Napa,NAPA COUNTY OFFICE OF ED.,Did not submit data,NA,NA,NA,NA,Napa County Office Of Ed.
Kern,NORRIS ELEMENTARY,Did not submit data,NA,NA,NA,NA,Norris Elementary
Shasta,NORTH COW CREEK ELEMENTARY,Did not submit data,NA,NA,NA,NA,North Cow Creek Elementary
Humboldt,NORTHERN HUMBOLDT UNION HIGH,Did not submit data,NA,NA,NA,NA,Northern Humboldt Union High
Sonoma,OAK GROVE UNION ELEMENTARY,Did not submit data,NA,NA,NA,NA,Oak Grove Union Elementary
Shasta,OAK RUN ELEMENTARY,Did not submit data,NA,NA,NA,NA,Oak Run Elementary
Fresno,ORANGE CENTER ELEMENTARY,Did not submit data,NA,NA,NA,NA,Orange Center Elementary
Humboldt,ORICK ELEMENTARY,Did not submit data,NA,NA,NA,NA,Orick Elementary
San Bernardino,ORO GRANDE ELEMENTARY,Did not submit data,NA,NA,NA,NA,Oro Grande Elementary
Santa Cruz,PACIFIC ELEMENTARY,Did not submit data,NA,NA,NA,NA,Pacific Elementary
Fresno,PACIFIC UNION ELEMENTARY,Did not submit data,NA,NA,NA,NA,Pacific Union Elementary
San Benito,PANOCHE ELEMENTARY,Did not submit data,NA,NA,NA,NA,Panoche Elementary
Stanislaus,PARADISE ELEMENTARY,Did not submit data,NA,NA,NA,NA,Paradise Elementary
Humboldt,PENINSULA UNION ELEMENTARY,Did not submit data,NA,NA,NA,NA,Peninsula Union Elementary
Fresno,PINE RIDGE ELEMENTARY,Did not submit data,NA,NA,NA,NA,Pine Ridge Elementary
Butte,PIONEER UNION ELEMENTARY,Did not submit data,NA,NA,NA,NA,Pioneer Union Elementary
Glenn,PLAZA ELEMENTARY,Did not submit data,NA,NA,NA,NA,Plaza Elementary
Kern,POND UNION ELEMENTARY,Did not submit data,NA,NA,NA,NA,Pond Union Elementary
Napa,POPE VALLEY UNION ELEMENTARY,Did not submit data,NA,NA,NA,NA,Pope Valley Union Elementary
San Mateo,PORTOLA VALLEY ELEMENTARY,Did not submit data,NA,NA,NA,NA,Portola Valley Elementary
Glenn,PRINCETON JOINT UNIFIED,Did not submit data,NA,NA,NA,NA,Princeton Joint Unified
Lassen,RAVENDALE ELEMENTARY,Did not submit data,NA,NA,NA,NA,Ravendale Elementary
Tehama,REEDS CREEK ELEMENTARY,Did not submit data,NA,NA,NA,NA,Reeds Creek Elementary
Riverside,RIVERSIDE COUNTY OFFICE OF ED.,Did not submit data,NA,NA,NA,NA,Riverside County Office Of Ed.
Stanislaus,ROBERTS FERRY UNION ELEMENTARY,Did not submit data,NA,NA,NA,NA,Roberts Ferry Union Elementary
Monterey,SAN ARDO UNION ELEMENTARY,Did not submit data,NA,NA,NA,NA,San Ardo Union Elementary
San Benito,SAN BENITO COUNTY OFFICE OF ED.,Did not submit data,NA,NA,NA,NA,San Benito County Office Of Ed.
Los Angeles,SAN GABRIEL UNIFIED,Did not submit data,NA,NA,NA,NA,San Gabriel Unified
Marin,SAN RAFAEL CITY ELEMENTARY,Did not submit data,NA,NA,NA,NA,San Rafael City Elementary
Marin,SAN RAFAEL CITY HIGH,Did not submit data,NA,NA,NA,NA,San Rafael City High
Santa Cruz,SANTA CRUZ CITY SCHOOLS,Did not submit data,NA,NA,NA,NA,Santa Cruz City Schools
Ventura,SANTA PAULA HIGH,Did not submit data,NA,NA,NA,NA,Santa Paula High
Santa Cruz,SCOTTS VALLEY UNIFIED,Did not submit data,NA,NA,NA,NA,Scotts Valley Unified
Siskiyou,SEIAD ELEMENTARY,Did not submit data,NA,NA,NA,NA,Seiad Elementary
Fresno,SELMA UNIFIED,Did not submit data,NA,NA,NA,NA,Selma Unified
Kern,SEMITROPIC ELEMENTARY,Did not submit data,NA,NA,NA,NA,Semitropic Elementary
Shasta,SHASTA COUNTY OFFICE OF ED.,Did not submit data,NA,NA,NA,NA,Shasta County Office Of Ed.
Marin,SHORELINE UNIFIED,Did not submit data,NA,NA,NA,NA,Shoreline Unified
Merced,SNELLING-MERCED FALLS UN ELEMENTARY,Did not submit data,NA,NA,NA,NA,Snelling-Merced Falls Un Elementary
Solano,SOLANO COUNTY OFFICE OF ED.,Did not submit data,NA,NA,NA,NA,Solano County Office Of Ed.
San Benito,SOUTHSIDE ELEMENTARY,Did not submit data,NA,NA,NA,NA,Southside Elementary
San Diego,SPENCER VALLEY ELEMENTARY,Did not submit data,NA,NA,NA,NA,Spencer Valley Elementary
Glenn,STONY CREEK JOINT UNIFIED,Did not submit data,NA,NA,NA,NA,Stony Creek Joint Unified
Tuolumne,SUMMERVILLE ELEMENTARY,Did not submit data,NA,NA,NA,NA,Summerville Elementary
Alameda,SUNOL GLEN UNIFIED,Did not submit data,NA,NA,NA,NA,Sunol Glen Unified
San Benito,TRES PINOS UNION ELEMENTARY,Did not submit data,NA,NA,NA,NA,Tres Pinos Union Elementary
Humboldt,TRINIDAD UNION ELEMENTARY,Did not submit data,NA,NA,NA,NA,Trinidad Union Elementary
Trinity,TRINITY CENTER ELEMENTARY,Did not submit data,NA,NA,NA,NA,Trinity Center Elementary
Sonoma,TWO ROCK UNION ELEMENTARY,Did not submit data,NA,NA,NA,NA,Two Rock Union Elementary
Lake,UPPER LAKE UNION HIGH,Did not submit data,NA,NA,NA,NA,Upper Lake Union High
Los Angeles,VALLE LINDO ELEMENTARY,Did not submit data,NA,NA,NA,NA,Valle Lindo Elementary
San Diego,VALLECITOS ELEMENTARY,Did not submit data,NA,NA,NA,NA,Vallecitos Elementary
Kern,VINELAND ELEMENTARY,Did not submit data,NA,NA,NA,NA,Vineland Elementary
San Diego,WARNER UNIFIED,Did not submit data,NA,NA,NA,NA,Warner Unified
Fresno,WASHINGTON COLONY ELEMENTARY,Did not submit data,NA,NA,NA,NA,Washington Colony Elementary
Sonoma,WEST SIDE UNION ELEMENTARY,Did not submit data,NA,NA,NA,NA,West Side Union Elementary
Yuba,WHEATLAND HIGH ,Did not submit data,NA,NA,NA,NA,Wheatland High
Shasta,WHITMORE UNION ELEMENTARY,Did not submit data,NA,NA,NA,NA,Whitmore Union Elementary
Siskiyou,WILLOW CREEK ELEMENTARY,Did not submit data,NA,NA,NA,NA,Willow Creek Elementary
San Benito,WILLOW GROVE UNION ELEMENTARY,Did not submit data,NA,NA,NA,NA,Willow Grove Union Elementary
Sonoma,WINDSOR UNIFIED,Did not submit data,NA,NA,NA,NA,Windsor Unified
Sutter,WINSHIP-ROBBINS ELEMENTARY,Did not submit data,NA,NA,NA,NA,Winship-Robbins Elementary
Alpine,ALPINE COUNTY OFFICE OF ED.,NA,43800,61038,72543,55533,Alpine County Office Of Ed.
Amador,AMADOR COUNTY OFFICE OF ED.,NA,41893,64807,79531,60376,Amador County Office Of Ed.
Del Norte,DEL NORTE COUNTY OFFICE OF ED.,NA,41602,62872,77384,63093,Del Norte County Office Of Ed.
Plumas,PLUMAS COUNTY OFFICE OF ED.,NA,41819,54930,83271,58650,Plumas County Office Of Ed.
San Francisco,SAN FRANCISCO CO. OFFICE OF ED.,NA,41380,65238,83576,66584,San Francisco Co. Office Of Ed.
Sierra,SIERRA COUNTY OFFICE OF ED.,NA,34346,58162,74075,52425,Sierra County Office Of Ed.
